FGM,FG%,3PM,3P%,FTM,FT%,Scoring Score,FG Scalar,3P Scalar,FT Scalar,ORB,AST,FTA,TOV,PF,Teammate Score(Positive),Teammate Score(Negative),ORB Scalar,AST Scalar,FTA Scalar,TOV Scalar,PF Scalar,STL,BLK,DRB,Defense Score,STL Scalar,BLK Scalar,DRB Scalar
4.51284543,0.455902933,0.661859541,0.280562216,2.275720751,0.756732193,5.275565191,0.389990341,0.035198651,0.574811008,1.344752059,2.146292137,2.966110146,1.568849419,2.331780706,6.457154341,3.900630124,0.208257692,0.332389784,0.459352524,0.402204097,0.597795903,0.890696189,0.479174351,3.344670654,4.714541195,0.188925317,0.101637536,0.709437147
